order_detail_id,order_id,product_id,quantity,price,created_at,updated_at
3001,1001,274,65,226.03,2021-07-25 07:34:04,2022-01-05 19:37:40
3002,1002,105,64,525.36,2021-10-16 10:21:32,2022-01-23 10:25:23
3003,1003,473,2,750.33,2021-01-31 08:16:46,2022-01-25 05:55:31
3004,1004,62,98,367.54,2021-10-13 12:41:34,2022-06-23 04:05:35
3005,1005,109,9,664.52,2021-05-27 10:52:53,2022-06-23 10:40:51
3006,1006,72,1,650.45,2021-03-30 15:02:36,2022-03-05 06:32:14
3007,1007,412,91,572.93,2021-04-27 05:49:40,2022-09-26 16:16:06
3008,1008,44,12,856.93,2021-09-19 14:51:58,2022-07-27 12:51:43
3009,1009,123,69,864.8,2021-08-07 00:18:42,2022-09-19 05:50:05
3010,1010,200,78,375.15,2021-06-28 10:22:54,2022-04-14 23:16:41
3011,1011,235,53,799.59,2021-06-25 20:05:57,2022-12-13 19:25:30
3012,1012,454,69,20.76,2021-02-17 20:07:53,2022-12-13 10:50:14
3013,1013,412,47,363.28,2021-12-13 17:45:34,2022-10-05 07:50:52
3014,1014,403,21,947.24,2021-03-08 14:10:51,2022-08-30 08:07:03
3015,1015,355,53,110.13,2021-02-10 14:10:08,2022-11-12 12:39:10
3016,1016,310,71,504.59,2021-12-28 18:56:40,2022-04-04 16:41:01
3017,1017,437,82,293.82,2021-08-18 13:05:17,2022-04-24 09:45:33
3018,1018,30,30,987.74,2021-02-06 16:24:37,2022-03-11 15:39:04
3019,1019,261,71,496.93,2021-01-19 08:30:48,2022-02-14 19:03:12
3020,1020,320,4,552.15,2021-05-25 03:16:37,2022-10-10 16:47:46
3021,1021,452,46,532.11,2021-05-30 20:03:14,2022-05-31 09:07:02
3022,1022,293,80,450.27,2021-12-21 07:12:03,2022-07-01 15:00:22
3023,1023,252,26,829.59,2021-08-22 10:14:08,2022-05-11 17:37:36
3024,1024,153,97,982.66,2021-02-20 12:02:19,2022-03-02 06:09:59
3025,1025,218,69,619.63,2021-11-26 08:38:23,2022-07-19 06:37:25
3026,1026,242,11,290.46,2021-01-02 21:34:17,2022-10-13 18:14:56
3027,1027,311,74,66.57,2021-06-04 08:17:03,2022-09-28 03:20:02
3028,1028,496,36,334.59,2021-07-29 21:09:24,2022-02-02 15:56:40
3029,1029,66,13,958.44,2021-08-13 05:43:54,2022-09-05 11:38:08
3030,1030,299,29,249.07,2021-08-29 22:24:18,2022-04-17 21:18:18
3031,1031,178,59,671.41,2021-02-19 09:38:03,2022-08-17 00:18:38
3032,1032,240,22,351.83,2021-11-26 17:18:54,2022-08-28 11:49:48
3033,1033,122,83,662.77,2021-09-16 08:35:53,2022-10-16 02:25:03
3034,1034,82,93,452.36,2021-04-24 00:13:11,2022-07-03 23:27:30
3035,1035,395,68,921.01,2021-12-22 22:43:19,2022-05-17 15:48:15
3036,1036,299,74,616.05,2021-02-22 22:02:27,2022-10-25 06:49:28
3037,1037,381,89,738.89,2021-10-05 01:42:09,2022-11-05 11:43:33
3038,1038,427,35,662.39,2021-02-20 22:54:40,2022-02-20 13:11:52
3039,1039,438,97,122.52,2021-05-07 00:36:42,2022-10-27 16:49:47
3040,1040,16,32,884.65,2021-02-04 02:09:42,2022-06-11 01:13:06
3041,1041,498,16,909.43,2021-08-12 13:14:39,2022-08-11 18:42:41
3042,1042,281,90,940.55,2021-04-20 14:18:42,2022-03-12 09:03:25
3043,1043,28,2,56.69,2021-08-22 10:51:26,2022-12-10 19:36:27
3044,1044,251,37,778.99,2021-06-11 17:44:23,2022-03-11 12:17:57
3045,1045,189,14,584.06,2021-11-28 20:53:00,2022-12-25 03:54:21
3046,1046,225,70,356.96,2021-06-12 06:26:17,2022-07-13 00:49:21
3047,1047,5,25,839.43,2021-01-06 07:46:27,2022-07-21 02:12:57
3048,1048,314,40,988.14,2021-08-14 22:35:36,2022-05-08 03:56:06
3049,1049,31,36,72.79,2021-08-03 12:14:15,2022-10-26 15:32:50
3050,1050,217,95,665.14,2021-05-02 14:35:32,2022-10-18 21:19:27
3051,1051,417,100,820.09,2021-07-25 01:06:49,2022-06-28 03:20:32
3052,1052,239,72,452.68,2021-08-08 21:17:26,2022-11-21 13:00:50
3053,1053,467,97,654.78,2021-08-05 19:59:15,2022-12-20 06:57:05
3054,1054,285,82,464.33,2021-04-22 10:47:17,2022-06-16 10:55:41
3055,1055,245,41,348.99,2021-09-24 00:00:34,2022-05-28 00:41:32
3056,1056,462,68,120.13,2021-10-04 03:32:32,2022-05-19 15:03:46
3057,1057,324,92,548.73,2021-02-24 05:01:16,2022-06-09 18:24:06
3058,1058,101,96,492.61,2021-12-13 01:27:32,2022-10-29 21:22:53
3059,1059,113,50,13.92,2021-11-10 18:29:45,2022-11-17 00:05:40
3060,1060,451,100,454.05,2021-09-02 14:19:53,2022-05-12 21:24:31
3061,1061,387,99,947.43,2021-03-04 17:33:49,2022-12-27 01:49:01
3062,1062,51,16,492.9,2021-04-25 22:00:21,2022-08-26 09:55:55
3063,1063,334,9,804.1,2021-05-21 21:12:57,2022-11-21 06:20:34
3064,1064,376,93,35.79,2021-03-15 14:55:10,2022-04-01 17:39:49
3065,1065,464,45,288.78,2021-10-25 08:03:08,2022-03-02 17:15:23
3066,1066,156,5,387.55,2021-09-17 07:54:25,2022-07-30 07:58:44
3067,1067,351,11,93.54,2021-11-17 19:28:00,2022-01-13 05:25:35
3068,1068,339,56,586.66,2021-11-22 21:47:04,2022-03-02 07:53:23
3069,1069,413,36,250.09,2021-11-20 11:45:35,2022-12-15 10:30:48
3070,1070,61,96,156.58,2021-05-10 00:57:07,2022-05-10 18:56:47
3071,1071,3,21,644.96,2021-12-27 20:34:25,2022-09-04 16:24:18
3072,1072,394,10,219.76,2021-10-29 11:55:21,2022-07-08 21:36:15
3073,1073,56,30,695.85,2021-04-14 01:38:36,2022-11-03 14:41:11
3074,1074,269,52,293.71,2021-11-25 15:14:09,2022-06-04 11:06:09
3075,1075,364,24,598.62,2021-11-19 21:07:19,2022-12-17 16:15:55
3076,1076,129,90,100.01,2021-02-24 18:04:26,2022-11-13 02:24:13
3077,1077,216,10,741.01,2021-07-03 13:11:53,2022-10-22 20:38:47
3078,1078,30,82,784.4,2021-08-19 01:42:24,2022-09-21 07:45:26
3079,1079,56,88,24.88,2021-06-24 15:25:18,2022-07-06 15:00:34
3080,1080,477,12,128.34,2021-04-11 09:28:29,2022-03-08 16:42:48
3081,1081,169,58,27.83,2021-11-18 11:27:27,2022-11-09 13:08:43
3082,1082,110,24,140.39,2021-08-26 16:11:58,2022-12-21 17:30:46
3083,1083,42,93,252.17,2021-02-24 10:45:28,2022-11-07 15:04:48
3084,1084,379,13,751.01,2021-04-20 16:17:34,2022-04-04 06:00:43
3085,1085,58,91,514.31,2021-01-03 11:24:39,2022-11-09 12:22:49
3086,1086,428,54,193.12,2021-04-11 06:41:23,2022-06-20 03:52:37
3087,1087,27,68,909.01,2021-02-10 03:52:40,2022-10-08 06:21:57
3088,1088,48,18,275.45,2021-03-19 20:13:34,2022-11-15 18:02:07
3089,1089,164,45,662.22,2021-10-19 13:03:04,2022-11-04 19:54:55
3090,1090,107,36,491.25,2021-12-16 02:30:55,2022-08-24 07:57:33
