order_detail_id,order_id,product_id,quantity,price,created_at,updated_at
7001,2001,61,62,846.16,2021-07-11 03:56:10,2022-09-09 23:48:17
7002,2002,160,48,864.75,2021-07-24 20:49:26,2022-04-30 05:42:02
7003,2003,433,55,649.59,2021-01-11 15:35:55,2022-01-12 08:46:38
7004,2004,385,10,932.54,2021-03-08 17:56:29,2022-01-21 14:01:26
7005,2005,373,19,761.32,2021-03-06 15:20:27,2022-11-23 08:51:11
7006,2006,72,46,375.52,2021-05-12 22:34:47,2022-04-14 03:36:30
7007,2007,315,83,429.08,2021-05-10 21:17:54,2022-10-28 12:52:11
7008,2008,123,89,670.27,2021-05-24 05:20:07,2022-10-12 20:49:55
7009,2009,360,21,221.94,2021-02-14 23:41:21,2022-04-09 23:11:37
7010,2010,159,88,946.56,2021-03-24 09:28:11,2022-05-28 22:02:12
7011,2011,415,60,210.97,2021-09-21 16:55:57,2022-12-16 11:33:22
7012,2012,17,56,636.88,2021-12-06 20:41:55,2022-01-02 07:49:49
7013,2013,139,66,440.58,2021-07-02 16:30:10,2022-10-13 23:33:50
7014,2014,368,50,733.87,2021-11-02 14:56:16,2022-05-12 16:00:15
7015,2015,331,99,762.29,2021-01-12 14:39:10,2022-02-18 16:26:13
7016,2016,328,70,242.06,2021-06-25 05:07:18,2022-05-22 15:39:25
7017,2017,97,75,649.15,2021-07-15 23:22:41,2022-05-26 01:50:52
7018,2018,198,99,611.66,2021-03-30 08:12:20,2022-05-05 17:48:07
7019,2019,94,91,178.04,2021-10-26 18:29:51,2022-04-01 16:12:46
7020,2020,364,11,305.81,2021-07-20 15:51:43,2022-10-17 19:41:06
7021,2021,397,8,747.02,2021-07-27 07:28:10,2022-03-13 06:49:20
7022,2022,296,52,693.41,2021-02-25 13:47:02,2022-11-09 13:49:17
7023,2023,388,27,968.04,2021-04-29 02:46:41,2022-09-09 01:08:51
7024,2024,346,88,46.77,2021-10-18 12:48:49,2022-07-29 00:40:55
7025,2025,388,2,111.07,2021-06-09 20:45:34,2022-04-17 18:07:11
7026,2026,286,77,461.1,2021-07-29 02:02:36,2022-06-05 10:57:19
7027,2027,490,37,106.55,2021-02-01 18:48:38,2022-07-29 00:48:53
7028,2028,28,3,570.06,2021-04-04 15:23:07,2022-04-01 21:16:42
7029,2029,144,25,579.81,2021-05-23 04:40:01,2022-03-21 06:31:54
7030,2030,90,79,184.08,2021-03-18 16:52:00,2022-06-13 10:02:06
7031,2031,145,17,822.23,2021-11-28 21:48:58,2022-02-10 02:37:28
7032,2032,107,55,881.8,2021-11-19 12:05:59,2022-03-12 05:55:32
7033,2033,30,59,790.66,2021-10-27 04:25:19,2022-08-26 15:03:40
7034,2034,23,100,554.51,2021-06-17 15:39:08,2022-08-04 22:15:12
7035,2035,202,62,744.97,2021-02-03 16:17:49,2022-05-08 22:43:16
7036,2036,39,21,729.48,2021-09-06 16:08:33,2022-12-21 11:15:02
7037,2037,254,57,74.52,2021-06-18 00:56:40,2022-03-20 08:37:48
7038,2038,247,98,29.32,2021-08-25 16:00:32,2022-09-11 20:50:17
7039,2039,486,1,573.31,2021-02-14 20:35:15,2022-11-08 04:33:32
7040,2040,186,100,385.73,2021-07-09 07:12:36,2022-08-14 06:58:59
7041,2041,353,2,188.52,2021-01-01 20:15:25,2022-08-20 02:39:36
7042,2042,243,68,252.83,2021-11-09 16:58:15,2022-04-16 10:36:23
7043,2043,379,75,805.89,2021-02-25 16:36:34,2022-10-03 12:19:24
7044,2044,93,78,3.56,2021-10-05 17:45:39,2022-09-07 20:21:43
7045,2045,306,40,415.2,2021-03-17 06:15:55,2022-09-23 04:43:07
7046,2046,58,57,355.26,2021-12-28 06:11:05,2022-09-25 09:50:35
7047,2047,138,31,586.36,2021-08-17 19:04:59,2022-04-10 18:10:01
7048,2048,149,16,504.09,2021-12-11 10:02:31,2022-04-06 15:03:26
7049,2049,274,89,71.99,2021-06-16 09:30:43,2022-01-26 01:44:12
7050,2050,310,89,134.19,2021-06-05 20:36:36,2022-01-23 01:37:27
7051,2051,369,8,989.44,2021-05-10 20:52:49,2022-01-29 09:38:20
7052,2052,350,37,456.63,2021-05-31 01:36:15,2022-01-24 20:00:47
7053,2053,21,51,284.49,2021-01-11 12:27:46,2022-10-24 00:15:37
7054,2054,230,36,706.78,2021-07-26 05:59:45,2022-02-17 00:01:42
7055,2055,479,40,964.37,2021-11-22 07:27:02,2022-11-05 07:28:37
7056,2056,429,38,346.73,2021-04-18 22:44:50,2022-03-12 07:16:22
7057,2057,313,41,321.01,2021-08-22 04:26:02,2022-08-02 16:45:51
7058,2058,359,88,994.81,2021-07-22 13:15:45,2022-02-23 23:08:22
7059,2059,140,47,740.27,2021-12-17 05:36:44,2022-01-04 19:53:41
7060,2060,124,67,16.22,2021-02-06 09:30:23,2022-07-08 03:02:54
7061,2061,161,86,105.12,2021-09-06 02:35:06,2022-11-24 09:57:28
7062,2062,165,32,230.94,2021-04-18 02:52:29,2022-02-23 18:08:06
7063,2063,476,36,196.68,2021-11-09 22:50:37,2022-01-06 21:35:22
7064,2064,197,85,419.39,2021-09-24 07:09:46,2022-01-21 21:43:44
7065,2065,365,68,325.8,2021-02-11 01:18:17,2022-08-01 13:36:15
7066,2066,266,16,902.53,2021-10-26 23:20:40,2022-01-06 01:24:14
7067,2067,133,79,817.75,2021-09-13 02:08:59,2022-02-22 14:30:13
7068,2068,265,69,819.35,2021-04-26 15:01:51,2022-05-12 14:08:53
7069,2069,412,62,48.43,2021-07-27 08:35:14,2022-11-10 07:37:58
7070,2070,270,47,220.78,2021-05-14 20:48:40,2022-01-04 14:49:58
7071,2071,327,98,87.16,2021-09-08 13:26:04,2022-10-08 16:08:32
7072,2072,339,37,774.71,2021-02-15 02:24:25,2022-02-03 11:56:04
7073,2073,18,83,86.49,2021-02-16 11:43:01,2022-02-28 20:37:00
7074,2074,117,63,972.11,2021-07-21 01:58:40,2022-05-24 09:47:52
7075,2075,335,58,902.27,2021-01-10 20:47:27,2022-08-23 16:51:44
7076,2076,67,14,639.44,2021-11-01 19:22:13,2022-03-17 05:46:19
7077,2077,129,87,876.18,2021-11-29 21:59:16,2022-02-10 19:21:08
7078,2078,321,74,621.35,2021-02-13 19:06:33,2022-05-04 21:35:23
7079,2079,152,44,72.86,2021-05-03 10:56:13,2022-10-13 16:44:38
7080,2080,352,10,192.13,2021-05-27 02:40:15,2022-09-02 19:08:33
7081,2081,226,93,160.77,2021-07-15 18:57:45,2022-06-07 23:56:49
7082,2082,423,8,135.7,2021-03-13 16:02:39,2022-11-04 10:06:36
7083,2083,287,42,713.95,2021-11-01 15:45:30,2022-06-20 01:11:40
7084,2084,197,88,488.76,2021-01-27 13:34:46,2022-01-03 13:27:47
7085,2085,270,8,392.3,2021-10-23 03:14:28,2022-05-15 14:04:47
7086,2086,127,71,539.28,2021-05-11 13:08:06,2022-12-23 13:48:57
7087,2087,452,75,102.66,2021-03-02 06:27:55,2022-10-13 19:57:08
7088,2088,443,95,79.86,2021-04-17 16:23:43,2022-04-08 07:40:59
7089,2089,477,16,568.74,2021-07-09 23:20:20,2022-08-30 02:06:35
7090,2090,244,92,831.75,2021-06-15 22:19:00,2022-01-27 18:59:13
7091,2091,62,89,150.77,2021-04-22 13:10:22,2022-06-15 09:43:47
7092,2092,202,82,904.95,2021-07-22 08:02:17,2022-09-23 10:26:26
7093,2093,429,12,932.44,2021-06-14 18:53:37,2022-01-21 09:40:17
7094,2094,160,27,491.23,2021-04-16 05:11:31,2022-03-27 14:06:02
7095,2095,274,94,346.4,2021-05-26 16:35:27,2022-01-29 11:11:19
7096,2096,284,70,814.03,2021-03-31 06:04:34,2022-01-01 11:50:37
7097,2097,354,76,926.65,2021-01-15 23:52:17,2022-07-02 10:34:25
7098,2098,332,29,702.81,2021-06-26 20:23:32,2022-10-18 08:59:54
7099,2099,42,90,500.22,2021-03-16 08:13:59,2022-11-30 18:19:25
7100,2100,487,26,513.19,2021-05-30 07:05:16,2022-01-11 04:25:36
7101,2101,98,89,112.84,2021-10-18 05:06:53,2022-06-18 22:57:13
7102,2102,5,74,953.73,2021-10-30 10:23:19,2022-02-25 19:04:06
7103,2103,431,19,411.02,2021-04-09 16:58:15,2022-11-05 19:47:38
7104,2104,357,25,726.92,2021-04-27 07:00:35,2022-12-03 21:58:27
7105,2105,431,91,436.31,2021-03-17 04:06:04,2022-02-16 18:55:34
7106,2106,159,27,838.79,2021-03-30 23:32:06,2022-07-15 20:18:32
7107,2107,232,40,928.99,2021-08-15 06:03:37,2022-07-31 09:04:57
7108,2108,87,4,155.4,2021-08-29 19:58:47,2022-04-15 10:58:19
7109,2109,460,59,571.74,2021-02-21 22:10:49,2022-09-17 22:05:47
7110,2110,254,61,516.36,2021-03-25 21:19:45,2022-09-06 16:35:45
7111,2111,400,43,822.87,2021-11-16 06:51:07,2022-04-01 06:53:58
7112,2112,499,87,109.06,2021-04-13 21:49:46,2022-02-15 14:30:18
7113,2113,499,31,541.06,2021-11-07 14:04:31,2022-12-06 11:21:58
7114,2114,254,1,2.32,2021-03-16 20:25:01,2022-08-21 04:01:02
7115,2115,271,12,397.95,2021-01-04 03:14:39,2022-07-15 02:19:55
7116,2116,310,41,273.04,2021-06-16 18:12:13,2022-06-29 16:43:19
7117,2117,33,41,989.62,2021-11-12 06:16:45,2022-04-26 20:53:05
7118,2118,492,56,765.12,2021-10-25 01:05:19,2022-06-20 09:02:29
7119,2119,241,53,829.07,2021-06-21 10:41:16,2022-01-06 21:39:53
7120,2120,34,90,559.73,2021-03-04 07:43:58,2022-01-17 02:10:46
7121,2121,483,52,629.74,2021-04-28 08:10:03,2022-06-13 12:34:25
7122,2122,113,65,952.83,2021-03-27 10:55:08,2022-09-19 23:21:57
7123,2123,245,61,168.58,2021-07-09 04:57:56,2022-10-19 12:02:49
7124,2124,40,45,864.67,2021-11-28 14:03:53,2022-12-08 02:28:38
7125,2125,34,30,446.0,2021-08-18 23:43:04,2022-04-14 19:50:37
7126,2126,8,57,719.76,2021-11-17 10:31:30,2022-01-14 08:02:37
7127,2127,95,73,521.47,2021-12-12 13:51:36,2022-03-08 13:04:01
7128,2128,286,57,191.93,2021-02-02 02:04:13,2022-06-12 21:57:51
7129,2129,110,75,379.53,2021-04-17 20:31:39,2022-08-06 19:15:08
7130,2130,451,18,797.05,2021-03-12 10:58:52,2022-05-23 06:38:37
7131,2131,390,31,227.22,2021-05-12 07:50:57,2022-05-27 01:52:19
7132,2132,97,29,565.22,2021-04-12 18:13:56,2022-09-02 21:32:11
7133,2133,334,84,634.51,2021-03-15 17:11:55,2022-06-15 13:53:43
7134,2134,128,75,34.68,2021-12-09 18:43:31,2022-07-08 07:42:51
7135,2135,91,3,957.44,2021-01-22 06:52:08,2022-07-30 13:51:33
7136,2136,469,86,551.35,2021-03-22 01:53:35,2022-07-28 04:32:00
7137,2137,7,30,372.57,2021-03-05 08:24:15,2022-12-25 04:41:05
7138,2138,332,57,293.07,2021-01-27 16:55:34,2022-01-01 06:12:42
7139,2139,301,1,414.18,2021-04-22 21:56:40,2022-01-17 01:20:35
7140,2140,68,6,712.98,2021-10-17 04:39:46,2022-03-28 06:46:33
7141,2141,311,94,921.92,2021-11-04 04:10:17,2022-11-18 14:51:21
7142,2142,151,2,526.31,2021-08-05 05:19:23,2022-11-06 01:59:09
7143,2143,300,77,861.8,2021-09-24 00:49:39,2022-06-16 19:20:11
7144,2144,317,92,178.85,2021-11-21 07:30:51,2022-12-23 01:35:08
7145,2145,474,85,392.82,2021-01-03 19:28:44,2022-01-02 10:16:25
7146,2146,52,24,735.77,2021-10-26 03:50:47,2022-07-15 12:09:29
