order_detail_id,order_id,product_id,quantity,price,created_at,updated_at
8001,2001,138,81,676.45,2021-01-08 13:03:07,2022-12-17 10:58:43
8002,2002,390,47,576.1,2021-03-08 03:43:21,2022-04-10 10:32:52
8003,2003,242,31,499.1,2021-05-11 13:58:06,2022-10-08 16:39:02
8004,2004,164,63,297.83,2021-11-15 15:34:07,2022-01-21 17:24:41
8005,2005,83,25,710.86,2021-04-30 13:39:02,2022-07-03 01:44:19
8006,2006,400,23,128.3,2021-08-10 15:05:51,2022-06-09 18:31:14
8007,2007,256,80,60.32,2021-02-20 05:40:52,2022-05-22 16:52:07
8008,2008,201,13,49.53,2021-07-03 07:09:59,2022-04-27 12:11:16
8009,2009,228,45,926.3,2021-10-02 10:10:29,2022-01-08 04:34:04
8010,2010,218,27,329.4,2021-06-25 04:24:48,2022-11-22 21:14:51
8011,2011,250,78,257.61,2021-10-23 08:30:10,2022-02-27 23:33:41
8012,2012,367,97,804.7,2021-02-19 16:20:16,2022-11-18 04:16:24
8013,2013,62,66,941.67,2021-01-16 05:54:38,2022-06-21 03:32:59
8014,2014,2,71,807.72,2021-01-17 20:01:43,2022-11-21 20:28:29
8015,2015,208,55,746.67,2021-02-05 07:23:37,2022-04-03 13:29:07
8016,2016,245,6,770.52,2021-08-11 14:59:39,2022-07-17 13:28:54
8017,2017,54,64,958.06,2021-10-24 13:32:42,2022-09-04 03:19:29
8018,2018,350,44,704.18,2021-02-03 14:21:08,2022-08-16 05:14:57
8019,2019,366,87,206.97,2021-12-20 22:11:51,2022-05-21 13:25:32
8020,2020,18,29,72.8,2021-03-29 22:02:31,2022-10-22 02:16:34
8021,2021,342,19,580.54,2021-07-20 12:14:55,2022-03-04 11:12:16
8022,2022,445,76,538.33,2021-03-19 19:44:54,2022-06-10 04:20:37
8023,2023,375,83,825.09,2021-05-06 19:15:17,2022-09-16 13:31:28
8024,2024,31,24,971.02,2021-10-05 00:04:13,2022-06-12 19:18:35
8025,2025,386,85,305.69,2021-01-19 19:54:00,2022-10-03 11:37:03
8026,2026,493,20,879.75,2021-03-14 22:51:34,2022-03-14 06:01:37
8027,2027,101,94,233.3,2021-07-24 08:48:20,2022-11-03 17:40:37
8028,2028,250,79,794.97,2021-02-10 22:15:52,2022-04-10 10:15:14
8029,2029,247,34,905.45,2021-06-07 17:54:00,2022-05-31 13:25:09
8030,2030,94,96,214.36,2021-10-12 08:34:19,2022-07-16 05:33:28
8031,2031,181,48,292.71,2021-12-07 12:00:29,2022-12-30 12:51:39
8032,2032,40,2,769.18,2021-10-10 14:47:57,2022-05-02 03:28:00
8033,2033,190,30,382.93,2021-09-17 22:15:59,2022-01-12 22:38:34
8034,2034,366,33,243.45,2021-06-05 09:19:45,2022-05-18 05:07:13
8035,2035,396,27,811.21,2021-10-07 15:15:10,2022-10-19 13:46:41
8036,2036,303,58,824.87,2021-01-01 10:37:12,2022-01-27 13:17:30
8037,2037,385,46,259.11,2021-12-16 20:34:52,2022-09-23 04:12:27
8038,2038,150,12,507.91,2021-02-06 00:57:39,2022-10-20 12:17:28
8039,2039,364,91,663.72,2021-12-30 22:34:27,2022-11-11 05:56:42
8040,2040,285,58,854.58,2021-03-05 03:29:18,2022-09-18 23:35:14
8041,2041,303,95,902.29,2021-08-29 04:37:20,2022-07-27 09:04:57
8042,2042,142,97,735.51,2021-05-14 19:04:22,2022-12-03 21:48:16
8043,2043,250,32,299.07,2021-07-14 06:27:08,2022-10-23 20:32:25
8044,2044,108,10,543.96,2021-06-04 01:29:34,2022-03-26 18:51:03
8045,2045,171,13,845.27,2021-03-20 08:16:51,2022-03-13 06:56:07
8046,2046,259,8,985.51,2021-08-12 17:43:46,2022-05-26 05:49:48
8047,2047,61,49,6.79,2021-03-23 02:33:14,2022-05-15 11:14:41
8048,2048,463,62,931.09,2021-01-16 09:59:44,2022-10-30 14:16:18
8049,2049,218,17,613.44,2021-06-13 21:20:16,2022-08-02 20:27:12
8050,2050,231,56,939.56,2021-09-19 22:40:53,2022-06-13 00:21:37
8051,2051,468,79,371.6,2021-08-30 11:03:08,2022-07-04 23:28:13
8052,2052,64,27,225.02,2021-01-12 01:10:48,2022-09-07 23:14:57
8053,2053,316,65,864.89,2021-04-11 07:25:26,2022-03-13 22:24:24
8054,2054,300,75,375.57,2021-01-17 10:52:07,2022-04-25 06:00:39
8055,2055,130,26,166.99,2021-09-16 15:14:00,2022-08-22 19:03:47
8056,2056,121,48,298.37,2021-10-20 09:23:25,2022-07-31 08:16:11
8057,2057,408,29,481.65,2021-12-06 02:09:13,2022-06-21 09:07:56
8058,2058,345,3,957.0,2021-12-11 07:59:02,2022-08-03 09:39:51
8059,2059,180,21,6.4,2021-01-18 10:46:59,2022-11-22 17:38:06
8060,2060,352,37,195.95,2021-02-25 00:29:04,2022-10-09 20:58:43
8061,2061,358,85,14.95,2021-11-02 04:48:35,2022-11-04 16:22:25
8062,2062,229,78,27.95,2021-07-04 07:45:07,2022-11-27 03:21:00
8063,2063,264,32,14.65,2021-07-31 06:23:48,2022-01-15 02:09:23
8064,2064,35,53,333.38,2021-01-29 05:10:24,2022-10-26 06:09:08
8065,2065,397,41,534.91,2021-03-31 18:18:05,2022-07-08 13:46:53
8066,2066,455,90,622.76,2021-08-01 06:38:08,2022-09-30 03:45:01
8067,2067,89,58,688.75,2021-07-17 11:46:59,2022-09-03 03:50:23
8068,2068,243,13,122.02,2021-11-27 00:06:48,2022-02-24 07:30:20
8069,2069,185,54,620.24,2021-10-07 05:45:04,2022-05-28 14:48:40
8070,2070,302,41,779.73,2021-06-27 07:25:01,2022-01-23 20:55:40
8071,2071,370,23,643.33,2021-11-02 16:30:57,2022-04-07 05:07:26
8072,2072,123,82,257.29,2021-05-25 10:58:08,2022-11-22 02:50:54
8073,2073,23,42,504.41,2021-12-17 18:11:32,2022-07-07 08:54:07
8074,2074,297,81,125.64,2021-02-07 19:12:14,2022-09-09 06:45:27
8075,2075,164,73,248.48,2021-03-12 05:40:57,2022-03-11 19:44:16
8076,2076,63,47,46.14,2021-11-28 09:52:32,2022-01-18 17:43:33
8077,2077,305,47,208.02,2021-01-25 03:03:28,2022-02-13 09:16:04
8078,2078,486,64,898.08,2021-03-07 07:46:12,2022-02-27 08:35:53
8079,2079,456,47,992.06,2021-01-16 15:34:50,2022-07-12 19:37:09
8080,2080,60,67,686.96,2021-04-28 07:46:42,2022-10-31 21:41:01
8081,2081,453,76,470.45,2021-04-22 23:15:47,2022-02-17 06:22:33
8082,2082,285,64,270.21,2021-10-22 21:13:42,2022-09-05 00:22:23
8083,2083,385,1,67.74,2021-09-01 06:45:28,2022-04-27 19:25:21
8084,2084,145,18,257.28,2021-12-01 16:55:34,2022-03-29 01:45:46
8085,2085,458,77,811.97,2021-04-10 20:34:39,2022-08-20 01:51:02
8086,2086,121,47,108.93,2021-03-06 23:03:03,2022-06-24 23:32:08
8087,2087,408,35,429.44,2021-02-26 12:10:37,2022-10-13 08:20:53
8088,2088,330,23,977.56,2021-05-26 08:44:28,2022-10-14 14:41:21
8089,2089,295,11,55.44,2021-12-06 10:38:00,2022-09-16 16:45:57
8090,2090,384,91,376.23,2021-06-14 14:26:26,2022-11-02 04:48:23
8091,2091,159,27,660.84,2021-10-20 10:17:14,2022-04-11 01:35:31
8092,2092,93,50,464.12,2021-12-17 00:43:21,2022-06-20 03:26:23
8093,2093,395,81,111.34,2021-06-17 22:33:59,2022-03-21 13:51:27
8094,2094,203,59,746.71,2021-12-30 17:24:03,2022-03-03 10:02:09
8095,2095,278,25,747.55,2021-12-18 06:52:14,2022-04-13 00:38:53
8096,2096,23,91,436.84,2021-11-08 10:23:55,2022-03-28 07:27:07
8097,2097,14,76,392.9,2021-10-14 17:25:37,2022-11-20 18:51:51
8098,2098,455,74,77.61,2021-08-20 06:52:22,2022-06-17 20:21:44
8099,2099,430,34,665.67,2021-02-08 05:02:52,2022-02-20 11:25:02
8100,2100,356,25,134.89,2021-04-03 11:36:23,2022-10-15 15:17:53
8101,2101,191,83,665.7,2021-12-21 11:44:15,2022-12-12 05:34:20
8102,2102,336,41,128.42,2021-08-20 01:05:24,2022-04-09 03:18:54
8103,2103,90,29,535.74,2021-12-03 22:57:15,2022-09-24 06:19:55
8104,2104,138,26,795.83,2021-07-01 15:20:21,2022-05-23 02:47:03
8105,2105,250,75,808.83,2021-05-08 06:29:32,2022-05-15 06:38:55
8106,2106,56,43,547.26,2021-02-23 09:04:29,2022-10-15 04:30:28
8107,2107,457,20,748.54,2021-03-14 23:57:38,2022-11-30 05:22:39
8108,2108,449,46,356.24,2021-07-03 17:53:05,2022-05-12 01:35:55
8109,2109,16,16,670.05,2021-04-01 21:00:40,2022-03-17 15:29:32
8110,2110,254,96,332.65,2021-09-21 18:28:42,2022-05-09 12:19:11
8111,2111,20,46,288.29,2021-01-02 00:11:06,2022-10-06 04:59:39
8112,2112,338,33,146.73,2021-10-04 18:50:47,2022-04-04 03:24:49
8113,2113,288,2,179.01,2021-08-30 17:24:31,2022-11-25 21:05:32
8114,2114,76,82,628.09,2021-03-01 04:05:09,2022-02-13 06:10:46
8115,2115,207,53,252.28,2021-04-03 18:24:16,2022-02-05 04:25:17
8116,2116,310,68,264.81,2021-08-28 19:44:58,2022-12-26 13:33:34
8117,2117,499,22,251.61,2021-12-10 09:14:55,2022-05-22 10:05:00
8118,2118,293,87,592.8,2021-08-16 13:29:28,2022-05-13 15:21:09
8119,2119,206,93,966.46,2021-08-06 09:08:44,2022-02-20 09:22:59
8120,2120,4,47,758.83,2021-04-26 11:13:29,2022-04-27 14:16:22
8121,2121,419,53,377.19,2021-10-25 03:53:40,2022-05-21 11:19:51
8122,2122,436,87,398.8,2021-03-08 20:46:27,2022-06-23 14:05:11
8123,2123,19,11,398.51,2021-07-08 08:01:43,2022-03-07 02:52:43
8124,2124,120,21,239.6,2021-09-23 23:47:17,2022-08-28 07:40:44
8125,2125,383,86,158.26,2021-12-27 23:51:52,2022-02-20 13:36:09
8126,2126,204,99,807.62,2021-07-20 16:16:09,2022-11-03 13:06:39
8127,2127,227,60,980.14,2021-09-08 23:03:22,2022-09-23 11:05:17
8128,2128,123,3,751.7,2021-09-12 05:49:52,2022-12-20 13:32:35
8129,2129,445,66,751.52,2021-11-16 09:07:19,2022-06-24 09:31:58
8130,2130,379,45,273.96,2021-02-25 23:21:38,2022-11-23 16:33:50
8131,2131,67,71,617.33,2021-02-06 11:40:36,2022-06-11 22:20:53
8132,2132,339,87,920.09,2021-10-23 20:35:34,2022-05-26 06:13:35
8133,2133,411,26,801.84,2021-07-01 07:51:10,2022-01-22 14:25:56
8134,2134,354,78,27.99,2021-03-16 02:09:10,2022-09-19 21:12:18
8135,2135,155,90,564.28,2021-03-17 10:42:07,2022-11-06 22:31:03
8136,2136,294,10,745.09,2021-09-18 13:36:16,2022-02-15 05:21:00
8137,2137,32,24,665.96,2021-04-20 02:12:06,2022-01-15 14:13:30
8138,2138,245,99,305.15,2021-10-12 17:40:49,2022-12-04 10:11:30
8139,2139,337,32,283.67,2021-04-12 14:35:50,2022-07-08 01:38:10
8140,2140,363,74,123.34,2021-03-09 00:09:52,2022-06-23 11:11:48
8141,2141,181,19,966.1,2021-08-01 04:24:41,2022-08-21 13:17:47
8142,2142,175,67,950.83,2021-03-22 17:45:58,2022-05-29 20:32:26
8143,2143,377,98,946.7,2021-07-06 16:05:46,2022-08-17 00:33:24
8144,2144,13,86,226.37,2021-09-14 03:46:13,2022-12-25 19:03:38
8145,2145,377,34,105.7,2021-10-31 11:54:34,2022-03-10 14:14:56
8146,2146,214,48,128.84,2021-11-12 12:15:21,2022-12-22 13:01:18
8147,2147,16,57,121.19,2021-08-18 12:24:50,2022-11-22 11:39:08
8148,2148,125,5,749.04,2021-11-02 14:40:25,2022-08-29 13:25:46
8149,2149,256,50,844.7,2021-01-10 01:22:44,2022-12-24 07:35:18
8150,2150,276,70,980.1,2021-04-11 00:00:18,2022-10-08 12:55:49
8151,2151,106,59,547.41,2021-05-29 23:47:08,2022-11-17 00:16:36
8152,2152,241,83,643.0,2021-09-01 05:08:40,2022-11-16 21:32:37
8153,2153,113,5,574.48,2021-02-24 12:59:30,2022-07-29 18:03:55
8154,2154,458,48,610.87,2021-02-27 21:04:13,2022-04-05 23:56:53
8155,2155,299,36,19.11,2021-11-22 20:33:39,2022-05-14 08:52:45
8156,2156,336,70,346.27,2021-06-24 08:32:54,2022-02-15 02:41:12
8157,2157,279,1,491.35,2021-06-25 03:33:22,2022-02-03 20:06:18
8158,2158,243,23,113.85,2021-10-17 15:17:04,2022-05-12 06:23:57
8159,2159,179,54,386.26,2021-07-30 19:46:23,2022-03-03 06:30:22
8160,2160,73,68,787.77,2021-10-18 09:00:53,2022-05-14 20:37:30
8161,2161,263,29,869.8,2021-06-06 08:46:38,2022-04-26 09:07:08
8162,2162,422,54,528.44,2021-04-03 07:01:23,2022-05-31 17:10:40
8163,2163,427,15,32.76,2021-04-10 11:10:06,2022-10-03 08:46:17
8164,2164,390,13,832.01,2021-04-22 06:59:17,2022-01-03 01:03:42
8165,2165,321,53,549.82,2021-06-23 07:55:10,2022-03-29 01:56:41
8166,2166,340,90,210.59,2021-01-29 18:42:15,2022-07-27 18:28:23
8167,2167,139,1,126.2,2021-04-10 16:58:34,2022-01-17 15:57:24
8168,2168,247,80,421.7,2021-07-12 04:50:26,2022-07-11 10:05:40
8169,2169,239,84,362.72,2021-12-06 19:18:47,2022-12-25 20:08:31
8170,2170,367,68,90.98,2021-03-22 04:10:26,2022-02-22 08:40:28
8171,2171,221,1,444.0,2021-12-25 20:10:00,2022-06-25 17:43:56
8172,2172,252,81,735.74,2021-02-10 20:38:20,2022-09-12 21:40:12
8173,2173,105,70,586.82,2021-07-29 13:00:21,2022-04-07 08:42:14
8174,2174,441,89,962.53,2021-07-31 02:57:53,2022-12-16 23:49:09
8175,2175,370,95,727.6,2021-05-31 02:09:34,2022-12-21 11:34:48
8176,2176,234,5,650.3,2021-02-20 18:03:21,2022-02-22 17:04:18
8177,2177,194,24,769.74,2021-08-21 04:13:43,2022-10-27 23:54:58
8178,2178,7,85,46.67,2021-02-05 02:02:46,2022-07-23 10:56:27
8179,2179,270,81,171.96,2021-01-22 13:23:11,2022-07-06 22:24:48
8180,2180,336,26,207.2,2021-08-07 23:25:03,2022-01-13 05:31:50
8181,2181,294,53,325.24,2021-12-03 00:30:05,2022-09-22 19:03:35
8182,2182,465,33,40.9,2021-10-25 14:10:24,2022-03-05 22:33:48
8183,2183,361,91,13.49,2021-06-16 22:45:47,2022-05-17 01:20:48
8184,2184,451,25,182.49,2021-09-13 00:08:11,2022-02-21 14:27:04
8185,2185,294,55,362.24,2021-03-15 11:13:22,2022-09-21 07:02:51
8186,2186,371,50,447.19,2021-06-15 23:11:00,2022-08-04 11:13:15
8187,2187,83,60,332.75,2021-03-25 08:36:31,2022-01-12 22:28:12
8188,2188,35,41,384.65,2021-05-05 23:57:16,2022-04-17 21:36:58
8189,2189,482,97,882.45,2021-03-24 00:41:32,2022-08-23 07:47:06
8190,2190,349,69,141.67,2021-06-22 20:44:01,2022-05-18 10:03:44
8191,2191,93,60,999.17,2021-01-29 13:54:56,2022-08-07 11:27:33
8192,2192,298,94,711.55,2021-05-10 03:56:38,2022-10-03 14:31:38
8193,2193,107,5,746.02,2021-01-24 13:51:07,2022-06-28 17:28:20
8194,2194,60,98,167.61,2021-07-18 01:03:10,2022-01-01 23:45:32
8195,2195,172,58,453.92,2021-07-11 04:36:01,2022-12-29 19:04:06
8196,2196,27,97,165.36,2021-02-08 20:09:50,2022-02-21 23:03:42
8197,2197,278,80,217.41,2021-02-04 13:16:29,2022-10-28 03:25:41
