order_detail_id,order_id,product_id,quantity,price,created_at,updated_at
6001,2001,297,8,551.7,2021-01-06 02:56:30,2022-01-10 13:33:32
6002,2002,295,27,821.72,2021-09-13 11:01:36,2022-07-07 09:21:43
6003,2003,193,93,999.45,2021-01-27 07:39:04,2022-09-22 23:40:56
6004,2004,10,6,244.02,2021-01-18 03:44:10,2022-08-14 07:27:36
6005,2005,345,4,141.17,2021-01-01 00:58:23,2022-01-24 21:53:18
6006,2006,187,96,297.51,2021-05-02 04:14:41,2022-06-23 15:14:17
6007,2007,38,96,753.66,2021-05-06 14:09:22,2022-05-14 22:12:13
6008,2008,182,29,555.17,2021-02-06 11:21:29,2022-09-09 20:32:03
6009,2009,36,36,344.74,2021-04-22 10:24:08,2022-04-18 16:04:21
6010,2010,310,47,288.65,2021-08-28 05:06:16,2022-05-20 23:04:22
6011,2011,133,85,394.72,2021-11-16 12:06:39,2022-01-26 09:18:09
6012,2012,40,42,346.46,2021-04-07 06:20:49,2022-02-22 22:39:56
6013,2013,262,12,662.16,2021-08-28 02:31:35,2022-06-22 22:52:16
6014,2014,117,18,169.19,2021-07-10 10:16:40,2022-07-31 23:02:45
6015,2015,217,1,876.5,2021-05-17 14:49:15,2022-08-11 22:54:52
6016,2016,360,37,16.88,2021-11-03 07:07:25,2022-07-15 11:21:47
6017,2017,96,48,764.06,2021-02-28 07:56:10,2022-07-18 18:09:36
6018,2018,414,56,248.01,2021-05-07 13:33:25,2022-11-21 06:16:24
6019,2019,323,53,568.24,2021-05-22 04:51:20,2022-05-19 12:27:06
6020,2020,240,18,860.06,2021-01-18 19:37:04,2022-12-20 05:57:37
6021,2021,46,20,13.1,2021-03-28 16:36:13,2022-02-08 10:34:02
6022,2022,379,12,732.82,2021-03-31 22:52:47,2022-02-24 00:16:34
6023,2023,277,70,835.41,2021-09-03 02:16:17,2022-10-11 01:13:52
6024,2024,484,44,717.73,2021-08-13 09:01:45,2022-01-04 01:22:18
6025,2025,377,26,689.9,2021-08-13 15:52:00,2022-02-02 17:17:24
6026,2026,429,98,727.94,2021-08-18 17:59:33,2022-12-20 17:00:50
6027,2027,457,86,211.17,2021-03-20 18:06:41,2022-06-12 00:38:58
6028,2028,373,90,585.96,2021-10-21 02:51:19,2022-04-09 17:15:01
6029,2029,285,42,423.07,2021-11-17 10:48:37,2022-11-05 13:04:44
6030,2030,17,18,897.6,2021-10-11 02:15:21,2022-04-24 02:24:57
6031,2031,262,54,355.01,2021-10-06 09:30:09,2022-01-19 19:58:29
6032,2032,122,55,83.92,2021-09-18 15:21:02,2022-10-23 00:25:09
6033,2033,394,2,165.24,2021-10-01 21:48:26,2022-07-31 01:49:06
6034,2034,118,15,457.54,2021-03-24 08:02:15,2022-11-21 11:39:32
6035,2035,298,96,375.12,2021-09-12 15:59:23,2022-03-21 09:42:01
6036,2036,370,79,693.81,2021-03-31 22:25:41,2022-05-04 08:41:09
6037,2037,267,94,33.83,2021-10-25 14:58:17,2022-01-21 07:41:41
6038,2038,363,66,440.99,2021-06-22 18:39:04,2022-02-20 10:03:54
6039,2039,292,67,174.92,2021-06-25 02:13:19,2022-10-15 06:15:10
6040,2040,218,90,110.01,2021-07-01 03:18:58,2022-08-05 12:57:53
6041,2041,156,88,853.93,2021-10-27 16:00:13,2022-02-01 04:52:22
6042,2042,441,88,909.0,2021-10-23 01:54:00,2022-01-26 05:45:58
6043,2043,118,80,254.1,2021-10-06 02:54:40,2022-12-28 19:55:15
6044,2044,162,51,6.16,2021-09-12 02:35:43,2022-10-27 08:44:53
6045,2045,9,35,234.84,2021-01-29 19:43:06,2022-01-17 00:33:59
6046,2046,358,47,701.43,2021-09-11 09:53:22,2022-02-23 05:52:16
6047,2047,76,93,269.41,2021-08-31 01:00:48,2022-09-16 20:46:30
6048,2048,66,46,572.49,2021-12-25 09:53:16,2022-02-13 03:57:18
6049,2049,372,45,716.32,2021-09-23 02:11:15,2022-06-14 01:04:08
