payment_id,order_id,payment_date,payment_method,amount,created_at,updated_at
1001,1508,2022-03-01 18:14:05,apple_pay,3454.21,2021-03-07 18:46:55,2022-07-16 13:22:50
1002,636,2022-12-04 19:25:38,credit_card,3482.62,2021-02-22 06:56:37,2022-02-04 13:45:22
1003,2259,2022-05-13 03:30:42,paypal,4621.58,2021-10-28 04:57:08,2022-06-04 20:22:55
1004,1824,2022-08-29 02:11:46,paypal,3850.17,2021-05-29 01:29:50,2022-02-16 10:59:03
1005,1426,2022-12-03 15:11:21,apple_pay,3645.91,2021-10-03 16:52:45,2022-02-27 21:41:54
1006,2685,2022-01-27 21:41:17,debit_card,3625.52,2021-01-01 13:36:42,2022-01-31 22:00:45
1007,2188,2022-01-14 17:06:58,venmo,2490.55,2021-11-22 18:02:41,2022-09-17 18:59:25
1008,1430,2022-08-02 10:48:02,venmo,7621.05,2021-09-05 11:19:31,2022-03-22 16:46:08
1009,90,2022-08-18 05:21:48,credit_card,4952.49,2021-12-10 04:24:55,2022-04-01 04:34:13
1010,497,2022-05-24 11:04:43,apple_pay,8844.95,2021-11-23 13:45:44,2022-01-30 18:57:43
1011,1677,2022-09-20 21:25:23,credit_card,7533.01,2021-08-01 01:17:28,2022-06-28 12:43:32
1012,626,2022-12-24 06:22:38,credit_card,5377.05,2021-10-16 16:04:33,2022-09-27 02:39:04
1013,1555,2022-02-05 22:33:35,venmo,5133.79,2021-07-31 18:33:37,2022-09-11 09:22:52
1014,878,2022-08-27 19:00:21,venmo,852.14,2021-05-27 07:50:11,2022-08-15 13:42:08
1015,2523,2022-05-11 00:31:04,apple_pay,6921.15,2021-10-29 15:53:16,2022-08-18 06:48:21
1016,976,2022-09-02 17:55:46,apple_pay,5080.18,2021-09-22 09:09:02,2022-11-23 15:41:02
1017,480,2022-06-27 03:49:08,credit_card,3611.31,2021-09-05 17:30:10,2022-08-05 15:54:55
1018,1643,2022-06-05 22:38:40,paypal,9854.33,2021-01-19 13:08:32,2022-12-09 10:58:20
1019,2760,2022-05-30 15:41:58,venmo,9493.26,2021-04-03 22:45:58,2022-12-09 22:54:33
1020,1106,2022-08-15 15:29:37,apple_pay,4769.51,2021-01-18 06:10:10,2022-08-01 01:55:29
1021,2983,2022-06-14 02:46:32,credit_card,4414.67,2021-02-15 12:36:48,2022-03-27 08:31:55
1022,2622,2022-02-11 09:52:09,venmo,6484.54,2021-12-29 14:29:33,2022-11-05 20:06:53
1023,1864,2022-04-05 04:50:13,apple_pay,8158.16,2021-12-24 21:43:50,2022-11-21 06:51:20
1024,2455,2022-06-30 19:50:56,paypal,8536.47,2021-06-27 01:19:16,2022-07-02 23:06:52
1025,1728,2022-02-08 12:24:45,paypal,1118.31,2021-04-09 07:07:16,2022-12-14 20:24:40
1026,281,2022-06-01 07:18:05,venmo,4775.31,2021-07-21 05:33:30,2022-05-13 04:26:41
1027,1731,2022-10-28 15:53:50,credit_card,4576.16,2021-07-22 20:21:03,2022-02-25 12:43:48
1028,784,2022-12-21 01:00:57,paypal,1471.92,2021-01-22 20:37:34,2022-04-23 19:03:53
1029,2039,2022-02-15 08:31:55,apple_pay,8660.47,2021-05-23 12:01:51,2022-05-16 03:00:22
1030,2740,2022-04-19 07:00:01,debit_card,9812.03,2021-02-22 19:27:14,2022-05-21 21:20:21
1031,2802,2022-02-03 21:34:21,paypal,5085.39,2021-06-01 18:43:26,2022-05-22 17:35:26
1032,2830,2022-12-22 03:16:09,credit_card,8495.29,2021-12-26 12:31:50,2022-04-15 23:37:07
1033,2392,2022-10-08 19:42:13,apple_pay,5367.97,2021-08-25 03:45:56,2022-11-16 07:22:28
1034,335,2022-02-02 06:22:48,paypal,523.71,2021-01-04 21:38:01,2022-04-25 04:16:58
1035,2995,2022-06-08 01:42:32,paypal,1614.0,2021-04-09 02:19:20,2022-09-01 17:08:59
1036,171,2022-10-02 10:33:24,debit_card,5203.63,2021-04-23 23:40:47,2022-07-24 22:29:52
1037,2455,2022-02-12 07:53:14,credit_card,2945.04,2021-08-26 03:03:41,2022-01-29 15:38:12
1038,1001,2022-05-10 01:31:22,venmo,6256.55,2021-04-05 06:29:47,2022-10-30 10:51:47
1039,2647,2022-03-19 14:24:55,paypal,5021.14,2021-07-01 00:09:31,2022-03-21 18:19:16
1040,1055,2022-02-23 14:01:09,paypal,3564.48,2021-02-08 23:23:15,2022-04-03 02:40:06
1041,2810,2022-03-20 21:07:45,paypal,3391.9,2021-08-29 10:27:42,2022-01-24 20:43:50
1042,986,2022-01-23 21:20:37,debit_card,9418.45,2021-05-27 23:06:52,2022-03-07 00:27:17
1043,2366,2022-05-29 07:25:11,venmo,8501.39,2021-02-24 03:45:43,2022-10-13 12:57:18
1044,2648,2022-03-05 22:36:22,venmo,3914.18,2021-02-19 01:45:50,2022-12-21 18:56:00
1045,381,2022-03-03 14:34:13,credit_card,1447.99,2021-08-17 19:57:36,2022-10-14 19:47:27
1046,306,2022-05-08 13:10:07,apple_pay,9952.63,2021-01-29 20:43:33,2022-08-20 04:31:30
1047,437,2022-12-19 05:58:26,venmo,1507.24,2021-05-09 03:14:35,2022-07-11 08:34:29
1048,1464,2022-04-21 22:43:47,apple_pay,765.07,2021-09-25 06:26:48,2022-01-23 20:12:16
1049,78,2022-03-11 11:22:10,paypal,1915.92,2021-04-14 14:36:31,2022-07-08 01:23:51
1050,2243,2022-08-23 18:43:20,debit_card,9784.92,2021-10-19 17:47:45,2022-05-02 17:32:44
1051,257,2022-02-15 18:50:22,apple_pay,926.79,2021-11-23 16:34:55,2022-12-22 12:58:50
1052,964,2022-01-10 09:55:23,debit_card,5702.43,2021-05-05 16:30:23,2022-03-15 02:38:44
1053,194,2022-03-04 10:46:32,paypal,6669.41,2021-12-13 17:00:16,2022-10-09 23:53:39
1054,2300,2022-03-03 06:07:45,venmo,1129.44,2021-09-22 16:23:38,2022-01-18 03:20:13
1055,496,2022-10-17 13:07:37,venmo,2472.06,2021-07-07 04:27:40,2022-05-30 03:53:27
1056,2852,2022-05-15 06:28:54,credit_card,2518.93,2021-09-19 15:30:11,2022-04-16 02:47:28
1057,40,2022-01-20 17:56:59,paypal,2575.74,2021-09-01 11:35:53,2022-02-01 02:23:55
1058,1729,2022-03-01 18:50:47,credit_card,5163.64,2021-05-09 14:07:36,2022-04-06 07:23:11
1059,2469,2022-02-12 01:03:10,paypal,6119.13,2021-08-05 06:14:40,2022-01-23 02:29:57
1060,20,2022-08-23 23:00:47,paypal,5719.28,2021-09-07 21:39:47,2022-03-05 18:58:45
1061,2433,2022-05-18 06:23:53,venmo,5802.56,2021-02-25 21:57:32,2022-03-29 09:18:47
1062,1456,2022-07-21 11:19:41,venmo,2894.64,2021-03-18 21:03:36,2022-09-16 11:50:02
1063,308,2022-06-28 16:14:08,apple_pay,8893.29,2021-09-24 03:16:30,2022-04-14 12:20:47
1064,1352,2022-01-30 20:56:43,venmo,4346.18,2021-10-09 19:25:38,2022-05-03 15:14:44
1065,2277,2022-01-27 04:31:49,venmo,9232.45,2021-02-25 10:56:20,2022-11-29 12:39:58
1066,330,2022-07-03 09:25:04,credit_card,2199.5,2021-02-04 12:50:56,2022-07-06 17:02:48
1067,2906,2022-12-06 05:30:27,paypal,2156.96,2021-01-31 21:51:24,2022-11-11 16:48:59
1068,2943,2022-04-19 21:45:23,debit_card,9525.14,2021-10-21 21:18:28,2022-01-24 16:27:36
1069,340,2022-09-20 22:45:53,apple_pay,6925.35,2021-11-15 06:15:27,2022-12-18 17:14:53
1070,2555,2022-09-21 05:04:23,debit_card,7262.09,2021-05-08 19:35:12,2022-11-08 10:53:13
1071,2427,2022-03-03 17:38:33,venmo,4763.7,2021-10-17 00:36:51,2022-12-30 03:12:50
1072,2620,2022-09-09 15:04:26,venmo,3807.61,2021-11-23 18:48:57,2022-09-08 07:54:15
1073,2042,2022-02-20 09:48:46,paypal,1058.67,2021-05-11 01:19:35,2022-06-11 22:45:50
1074,2227,2022-08-05 11:22:06,debit_card,3379.0,2021-01-22 01:58:01,2022-10-16 04:38:42
1075,2149,2022-02-25 12:18:59,debit_card,7162.78,2021-08-21 01:58:16,2022-12-17 01:44:33
1076,2370,2022-02-11 04:25:45,debit_card,9429.09,2021-01-03 23:40:13,2022-11-03 09:58:31
1077,1584,2022-03-19 13:43:11,paypal,3535.21,2021-01-10 19:11:34,2022-01-21 07:58:04
1078,2303,2022-02-12 12:21:17,venmo,3091.82,2021-02-28 03:39:38,2022-01-10 22:57:38
1079,196,2022-04-09 12:26:01,venmo,5008.65,2021-03-24 00:52:42,2022-11-01 11:04:28
1080,545,2022-03-25 16:34:02,credit_card,6525.33,2021-05-13 00:10:50,2022-10-27 20:34:13
1081,533,2022-02-20 15:15:01,paypal,3476.4,2021-02-19 19:24:23,2022-08-23 20:41:53
1082,1647,2022-10-13 00:24:27,paypal,7528.45,2021-01-16 15:13:04,2022-01-08 12:50:12
